MID;TITLE;YEAR;GENRES
767;The Mothman Prophecies;2002;Drama,Horror,Mystery,Thriller,
1862;The Muppets;2011;Comedy,Family,Musical,
1552;The Nativity Story;2006;Drama,Family,
1220;The New World;2005;Drama,History,Biography,Romance,
506;The Next Best Thing;2000;Comedy,Drama,Romance,
2048;The Next Three Days;2010;Drama,Romance,Thriller,Crime,
983;The Notebook;2004;Drama,Romance,
1497;The Number 23;2007;Drama,Mystery,Thriller,
1753;The Nutcracker in 3D;2010;Family,Action,Musical,Fantasy,
1694;The Objective;2008;Horror,Sci_Fi,Thriller,
2050;The Odd Life of Timothy Green;2012;Comedy,Drama,Family,Fantasy,
1453;The Omen;2006;Horror,Mystery,Thriller,
781;The One;2001;Sci_Fi,Action,Thriller,
679;The Original Kings of Comedy;2000;Comedy,Documentary,
1986;The Other Guys;2010;Comedy,Action,Crime,
719;The Other Side of Heaven;2001;Drama,Adventure,Biography,
2379;The Other Woman;2014;Comedy,Romance,
670;The Others;2001;Horror,Thriller,
1196;The Pacifier;2005;Comedy,Drama,Family,Action,Thriller,
1373;The Painted Veil;2006;Drama,Romance,
992;The Passion of the Christ;2004;Drama,
588;The Patriot;2000;Drama,History,War,Action,
1468;The Perfect Game;2009;Comedy,Drama,Family,Sport,
562;The Perfect Storm;2000;Drama,Adventure,Action,Thriller,
856;The Phantom of the Opera;2004;Drama,Romance,Musical,Thriller,
732;The Pianist;2002;Drama,War,Biography,
1158;The Pink Panther;2006;Comedy,Adventure,Mystery,Crime,
1617;The Pink Panther 2;2009;Comedy,Adventure,Mystery,Crime,
2025;The Pirates! In an Adventure with Scientists!;2012;Comedy,Animation,Adventure,Family,
1499;The Prestige;2006;Drama,Mystery,Thriller,
712;The Princess Diaries;2001;Comedy,Family,Romance,
1100;The Princess Diaries 2: Royal Engagement;2004;Comedy,Family,Romance,
1564;The Princess and the Frog;2009;Animation,Family,Romance,Musical,Fantasy,
2513;The Purge: Anarchy;2014;Horror,Sci_Fi,Action,Thriller,
1404;The Pursuit of Happyness;2006;Drama,Biography,
2487;The Pyramid;2014;Horror,Adventure,Action,Thriller,
1344;The Queen;2006;Drama,Biography,
2390;The Quiet Ones;2014;Horror,
1706;The Reader;2008;Drama,Romance,
1366;The Reaping;2007;Horror,Thriller,
598;The Replacements;2000;Comedy,Sport,
1184;The Right Way;2004;Comedy,Drama,
866;The Ring;2002;Horror,Mystery,
1139;The Ring Two;2005;Horror,Mystery,Thriller,
1833;The Rite;2011;Drama,Horror,Mystery,Thriller,
467;The Road to El Dorado;2000;Comedy,Animation,Adventure,Family,Romance,
1742;The Rocker;2008;Comedy,Music,
770;The Rookie;2002;Drama,Family,Sport,
1093;The Room;2003;Drama,
771;The Royal Tenenbaums;2001;Comedy,Drama,
1697;The Ruins;2008;Horror,Thriller,
855;The Rules of Attraction;2002;Comedy,Drama,Romance,
970;The Rundown;2003;Comedy,Adventure,Action,Thriller,
889;The Santa Clause 2;2002;Comedy,Family,Fantasy,
1394;The Santa Clause 3: The Escape Clause;2006;Comedy,Adventure,Family,Fantasy,
985;The School of Rock;2003;Comedy,Music,
664;The Score;2001;Action,Romance,Thriller,Crime,
808;The Scorpion King;2002;Adventure,Action,Fantasy,Thriller,
1270;The Secret Life of Bees;2008;Drama,
1055;The Secret Life of Walter Mitty;2013;Comedy,Drama,Adventure,Fantasy,
1324;The Secret Life of Words;2005;Drama,Romance,
2286;The Sessions;2012;Comedy,Drama,Biography,Romance,
1191;The Shaggy Dog;2006;Comedy,Family,Fantasy,
410;The Shipping News;2001;Drama,
1433;The Simpsons Movie;2007;Comedy,Animation,Adventure,
1223;The Sisterhood of the Traveling Pants;2005;Comedy,Drama,Romance,
1202;The Skeleton Key;2005;Horror,Mystery,Thriller,
1465;The Smurfs;2011;Comedy,Animation,Adventure,Family,Fantasy,
1930;The Social Network;2010;Drama,Biography,
2087;The Son of No One;2011;Drama,Thriller,Crime,
2404;The SpongeBob Movie: Sponge Out of Water;2015;Comedy,Animation,Adventure,Family,
1025;The SpongeBob SquarePants Movie;2004;Comedy,Animation,Adventure,Family,
735;The Sweetest Thing;2002;Comedy,Romance,
681;The Tailor of Panama;2001;Drama,Thriller,
1798;The Taking of Pelham 1 2 3;2009;Action,Thriller,Crime,
1689;The Ten Commandments;2007;Animation,Family,
1066;The Terminal;2004;Comedy,Drama,
957;The Texas Chainsaw Massacre;2003;Horror,
1290;The Texas Chainsaw Massacre: The Beginning;2006;Horror,
2515;The Theory of Everything;2014;Drama,Biography,Romance,
2074;The Three Musketeers;2011;Adventure,Action,Romance,
659;The Tigger Movie;2000;Comedy,Drama,Animation,Family,
786;The Time Machine;2002;Adventure,Sci_Fi,Action,
1395;The Time Traveler's Wife;2009;Drama,Sci_Fi,Romance,Fantasy,
1905;The Tourist;2010;Action,Romance,Thriller,
1621;The Town;2010;Drama,Thriller,Crime,
859;The Transporter;2002;Action,Thriller,Crime,
1481;The Tree of Life;2011;Drama,Fantasy,
851;The Tuxedo;2002;Comedy,Sci_Fi,Action,Thriller,
1960;The Twilight Saga: Breaking Dawn - Part 1;2011;Drama,Adventure,Romance,Fantasy,
2198;The Twilight Saga: Breaking Dawn - Part 2;2012;Drama,Adventure,Romance,Fantasy,
1961;The Twilight Saga: Eclipse;2010;Drama,Adventure,Romance,Fantasy,
1917;The Twilight Saga: New Moon;2009;Drama,Adventure,Romance,Fantasy,
1826;The Ugly Truth;2009;Comedy,Romance,
1094;The Village;2004;Drama,Romance,Mystery,Thriller,
2142;The Vow;2012;Drama,Romance,
1783;The Wackness;2008;Comedy,Drama,Romance,
1743;The Warrior's Way;2010;Action,Fantasy,Western,
2520;The Water Diviner;2014;Drama,War,
1549;The Water Horse;2007;Adventure,Family,Fantasy,
613;The Way of the Gun;2000;Drama,Action,Thriller,Crime,
1164;The Weather Man;2005;Comedy,Drama,
1114;The Wedding Date;2005;Comedy,Romance,
631;The Wedding Planner;2001;Comedy,Romance,
592;The Whole Nine Yards;2000;Comedy,Crime,
1234;The Wild;2006;Comedy,Animation,Adventure,Family,
825;The Wild Thornberrys Movie;2002;Comedy,Animation,Adventure,Family,Fantasy,
1718;The Wolf of Wall Street;2013;Comedy,Drama,Biography,Crime,
1565;The Wolfman;2010;Drama,Horror,Thriller,
2023;The Wolverine;2013;Adventure,Sci_Fi,Action,Thriller,
2129;The Woman in Black;2012;Drama,Horror,Thriller,
2274;The Words;2012;Drama,Romance,Mystery,
1874;The World's End;2013;Comedy,Sci_Fi,Action,
1259;The World's Fastest Indian;2005;Drama,Biography,Sport,
1364;The X Files: I Want to Believe;2008;Drama,Sci_Fi,Mystery,Thriller,
1696;The Young Victoria;2009;Drama,History,Biography,Romance,
1458;There Will Be Blood;2007;Drama,
830;They;2002;Horror,Mystery,Thriller,
2156;Think Like a Man;2012;Comedy,Romance,
2391;Think Like a Man Too;2014;Comedy,Romance,
705;Thir13en Ghosts;2001;Horror,Mystery,Thriller,
785;Thirteen Conversations About One Thing;2001;Drama,
492;Thirteen Days;2000;Drama,History,Thriller,
2235;This Is 40;2012;Comedy,
2057;This Is It;2009;Documentary,Music,
1908;This Is the End;2013;Comedy,Fantasy,
2127;This Means War;2012;Comedy,Action,Romance,
2034;This Must Be the Place;2011;Comedy,Drama,
1852;Thoda Pyaar Thoda Magic;2008;Comedy,Drama,Family,Romance,Fantasy,
1580;Thor;2011;Adventure,Action,Fantasy,
2322;Thor: The Dark World;2013;Adventure,Action,Fantasy,
2374;Thuppakki;2012;Action,Thriller,Crime,
1127;Tian di ying xiong;2003;Drama,Adventure,Action,
2572;Tian jiang xiong shi;2015;Drama,Adventure,Action,
858;Tian mai zhuan qi;2002;Adventure,Action,Romance,
1256;Tideland;2005;Drama,Horror,Fantasy,
1632;Timber Falls;2007;Horror,Thriller,
877;Timeline;2003;Adventure,Sci_Fi,Action,
1969;Tinker Tailor Soldier Spy;2011;Drama,Mystery,Thriller,
425;Titan A.E.;2000;Animation,Adventure,Sci_Fi,Family,Action,
2282;To Rome with Love;2012;Comedy,Romance,
2046;Tomorrow, When the War Began;2010;Drama,War,Adventure,Action,
2312;Tomorrowland;2015;Adventure,Sci_Fi,Family,Action,Mystery,
979;Torque;2004;Comedy,Action,Thriller,Crime,
1462;Tower Heist;2011;Comedy,Action,Crime,
477;Town & Country;2001;Comedy,Romance,
1342;Toy Story 3;2010;Comedy,Animation,Adventure,Family,Fantasy,
572;Traffic;2000;Drama,Thriller,Crime,
471;Training Day;2001;Drama,Thriller,Crime,
2538;Trainwreck;2015;Comedy,Romance,
1239;Transamerica;2005;Comedy,Drama,Adventure,
1281;Transformers;2007;Adventure,Sci_Fi,Action,
2357;Transformers: Age of Extinction;2014;Adventure,Sci_Fi,Action,
1182;Transporter 2;2005;Action,Thriller,Crime,
1810;Transporter 3;2008;Adventure,Action,Mystery,Thriller,Crime,
453;Treasure Planet;2002;Animation,Adventure,Sci_Fi,Family,Romance,
1635;Tropa de Elite;2007;Drama,Action,Thriller,Crime,
1680;Tropic Thunder;2008;Comedy,Action,
2346;Trouble with the Curve;2012;Drama,Sport,
986;Troy;2004;Adventure,
2003;True Grit;2010;Drama,Adventure,Western,
2284;Turbo;2013;Comedy,Animation,Adventure,Family,Action,Sport,
2437;Twenty Feet from Stardom;2013;History,Documentary,Music,
920;Two Weeks Notice;2002;Comedy,Romance,
478;U-571;2000;War,Action,
1107;Ultraviolet;2006;Sci_Fi,Action,
1022;Un long dimanche de fiançailles;2004;Drama,War,Romance,Mystery,
650;Unbreakable;2000;Drama,Sci_Fi,Mystery,Thriller,
973;Under the Tuscan Sun;2003;Comedy,Drama,Romance,
948;Underworld;2003;Action,Fantasy,
2067;Underworld: Awakening;2012;Horror,Action,Fantasy,
1219;Underworld: Evolution;2006;Sci_Fi,Action,Fantasy,Thriller,
1613;Underworld: Rise of the Lycans;2009;Adventure,Sci_Fi,Action,Fantasy,Thriller,
722;Unfaithful;2002;Drama,Romance,Thriller,
2188;Universal Soldier: Day of Reckoning;2012;Horror,Sci_Fi,Action,Mystery,Thriller,
1016;Unleashed;2005;Drama,Action,Adult,Thriller,Crime,
1476;Unstoppable;2010;Drama,Action,Thriller,
1567;Until Death;2007;Drama,Action,Thriller,
600;Urban Legends: Final Cut;2000;Horror,Mystery,Thriller,
1337;V for Vendetta;2005;Drama,Action,Thriller,
1843;Vaaranam Aayiram;2008;Drama,Romance,
1396;Vacancy;2007;Horror,Thriller,
696;Valentine;2001;Horror,Thriller,
1712;Valkyrie;2008;Drama,War,Thriller,
2194;Vampires Suck;2010;Comedy,
753;Vanilla Sky;2001;Sci_Fi,Romance,Fantasy,Mystery,Thriller,
690;Vanity Fair;2004;Drama,
1357;Vantage Point;2008;Drama,Action,Thriller,Crime,
2313;Velayudham;2011;Comedy,Drama,Action,Fantasy,Thriller,
918;Veronica Guerin;2003;Drama,Biography,Thriller,Crime,
597;Vertical Limit;2000;Drama,Adventure,Action,Thriller,
2111;Vettaikaran;2009;Comedy,Drama,Action,
1412;Vettaiyaadu Vilaiyaadu;2006;Action,Romance,Thriller,Crime,
1536;Vicky Cristina Barcelona;2008;Drama,Romance,
2378;Vishwaroopam;2013;Adventure,Action,Mystery,Thriller,Crime,
1885;Viy;2014;Adventure,Fantasy,Mystery,Thriller,
1273;Volkodav iz roda Serykh Psov;2006;Adventure,Action,Fantasy,
2089;W.E.;2011;Drama,History,Romance,
1087;Wake of Death;2004;Drama,Action,
1051;Walk the Line;2005;Drama,Biography,Romance,Music,
2236;Walking with Dinosaurs 3D;2013;Animation,Adventure,Family,
1738;Wall Street: Money Never Sleeps;2010;Drama,
1527;Wanted;2008;Documentary,Family,Action,Fantasy,Thriller,Crime,
2108;War Horse;2011;Drama,War,
1240;War of the Worlds;2005;Adventure,Sci_Fi,Thriller,
2120;Warm Bodies;2013;Comedy,Horror,Romance,
1935;Warrior;2011;Drama,Sport,
1921;Waste Land;2010;Documentary,
1251;Watchmen;2009;Sci_Fi,Action,Mystery,
1769;Water for Elephants;2011;Drama,Romance,
1988;We Bought a Zoo;2011;Comedy,Drama,Family,
1539;We Own the Night;2007;Drama,Thriller,Crime,
810;We Were Soldiers;2002;Drama,History,War,Action,
2222;We're the Millers;2013;Comedy,Adventure,Action,Crime,
1198;Wedding Crashers;2005;Comedy,Romance,
1532;Welcome Home, Roscoe Jenkins;2008;Comedy,Romance,
869;Whale Rider;2002;Drama,Family,
1746;What Happens in Vegas;2008;Comedy,Romance,
1512;What Just Happened;2008;Comedy,Drama,
520;What Lies Beneath;2000;Drama,Horror,Mystery,Thriller,
624;What Women Want;2000;Comedy,Romance,Fantasy,
840;What a Girl Wants;2003;Comedy,Drama,Romance,
2117;What to Expect When You're Expecting;2012;Comedy,Drama,Romance,
1837;Whatever Works;2009;Comedy,Romance,
1413;When a Stranger Calls;2006;Horror,Thriller,
1836;Whip It;2009;Drama,Sport,
2467;Whiplash;2014;Drama,Music,
1151;White Chicks;2004;Comedy,Crime,
2422;White House Down;2013;Drama,Action,Thriller,
1132;White Noise;2005;Drama,Horror,Mystery,Thriller,
1534;White Noise 2: The Light;2007;Drama,Horror,Thriller,
828;White Oleander;2002;Drama,
1082;Whiteout;2009;Action,Mystery,Thriller,Crime,
1515;Who Killed the Electric Car?;2006;Documentary,
1990;Why Did I Get Married Too?;2010;Comedy,Drama,Romance,
1900;Wild Target;2010;Comedy,Action,Crime,
907;Willard;2003;Drama,Horror,Sci_Fi,Thriller,
1056;Wimbledon;2004;Comedy,Romance,Sport,
994;Win a Date with Tad Hamilton!;2004;Comedy,Romance,
704;Windtalkers;2002;Drama,War,Action,
2040;Winnie the Pooh;2011;Comedy,Animation,Adventure,Family,Musical,
2001;Winter's Bone;2010;Drama,
2270;Winter's Tale;2014;Drama,Romance,Fantasy,Mystery,
2496;Wish I Was Here;2014;Comedy,Drama,
593;Wo hu cang long;2000;Drama,Action,Romance,
1272;Wolf Creek;2005;Horror,Thriller,
2442;Woman in Gold;2015;Drama,
581;Wonder Boys;2000;Comedy,Drama,
995;Wonderland;2003;Drama,Mystery,Thriller,Crime,
1459;World Trade Center;2006;Drama,History,Thriller,
1599;World War Z;2013;Horror,Adventure,Sci_Fi,Action,Thriller,
2176;Wrath of the Titans;2012;Adventure,Action,Fantasy,
2240;Wreck-It Ralph;2012;Comedy,Animation,Adventure,Family,
422;X-Men;2000;Adventure,Sci_Fi,Action,
1427;X-Men Origins: Wolverine;2009;Adventure,Sci_Fi,Action,Fantasy,Thriller,
2290;X-Men: Days of Future Past;2014;Adventure,Sci_Fi,Action,Thriller,
1136;X-Men: The Last Stand;2006;Adventure,Sci_Fi,Action,Thriller,
852;X2;2003;Adventure,Sci_Fi,Action,Thriller,
2221;Xi you ji: Da nao tian gong;2014;Adventure,Family,Action,
2524;Xiao shi dai;2013;Drama,Romance,
2239;Xin hai ge ming;2011;Drama,History,War,Adventure,Action,
2105;Yahsi Bati;2009;Comedy,Western,
1451;Ye yan;2006;Drama,History,War,Action,Fantasy,
2600;Yennai Arindhaal;2015;Drama,Action,Romance,Mystery,Thriller,
1772;Yes Man;2008;Comedy,Romance,
2051;Yi dai zong shi;2013;Drama,Biography,Action,
873;Ying xiong;2002;History,Adventure,Action,
1883;Yip Man;2008;Drama,Biography,Action,Sport,
2013;You Again;2010;Comedy,Romance,
1691;You Don't Mess with the Zohan;2008;Comedy,Action,
1435;You, Me and Dupree;2006;Comedy,Romance,
2160;Young Adult;2011;Comedy,Drama,
1902;Your Highness;2011;Comedy,Adventure,Fantasy,
1358;Yours, Mine & Ours;2005;Comedy,Family,Romance,Fantasy,
1723;Zack and Miri Make a Porno;2008;Comedy,Romance,
1235;Zathura: A Space Adventure;2005;Comedy,Adventure,Sci_Fi,Family,Action,Fantasy,
2248;Zero Dark Thirty;2012;Drama,History,Thriller,
2484;Zhi wo men zhong jiang shi qu de qing chun;2013;Drama,
1365;Zodiac;2007;Drama,Mystery,Thriller,Crime,
1832;Zombieland;2009;Comedy,Horror,Adventure,
1884;Zookeeper;2011;Comedy,Family,Romance,
606;Zoolander;2001;Comedy,
1752;[Rec];2007;Horror,Mystery,Thriller,
1907;[Rec]²;2009;Horror,
2179;[Rec]³: Génesis;2012;Horror,Romance,
863;xXx;2002;Adventure,Action,Thriller,
980;xXx: State of the Union;2005;Adventure,Action,Thriller,Crime,
